name,type,hp,card_type,sub_type,evolves_from,attacks,ex_rule,weaknesses,retreat_cost,artist,card_description,set,id,rarity,pack,versions,image,ability
Venipede,Darkness,60,Pokémon,Basic,,"[{'name': 'Ram', 'damage': '20', 'energy': ['Dark']}]",,Fighting,1,Yukiko Baba,"Venipede and Sizzlipede are similar species, but when the two meet, a huge fight ensues.",Mythical Island (A1a),A1a-53,◊,Mew pack,['Mythical Island #53 ◊'],https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_053_EN_SM.webp,
Whirlipede,Darkness,90,Pokémon,Stage 1,Venipede,"[{'name': 'Poison Sting', 'damage': '20', 'energy': ['Dark'], 'description': ""Your opponent's Active Pokémon is now Poisoned.""}]",,Fighting,2,Shin Nagasawa,This Pokémon spins itself rapidly and charges into its opponents. Its top speed is just over 60 mph.,Mythical Island (A1a),A1a-54,◊,Mew pack,['Mythical Island #54 ◊'],https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_054_EN_SM.webp,
Scolipede,Darkness,140,Pokémon,Stage 2,Whirlipede,"[{'name': 'Venoshock', 'damage': '70+', 'energy': ['Dark', 'Normal'], 'description': ""If your opponent's Active Pokémon is Poisoned, this attack does 50 more damage.""}]",,Fighting,2,5ban Graphics,Scolipede latches on to its prey with the claws on its neck before slamming them into the ground and jabbing them with its claws’ toxic spikes.,Mythical Island (A1a),A1a-55,◊◊,Mew pack,['Mythical Island #55 ◊◊'],https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_055_EN_SM.webp,
Druddigon,Dragon,100,Pokémon,Basic,,"[{'name': 'Dragon Claw', 'damage': '90', 'energy': ['Fire', 'Water', 'Normal']}]",,none,2,Ryota Murayama,"Druddigon lives in caves, but it never skips sunbathing—it won’t be able to move if its body gets too cold.",Mythical Island (A1a),A1a-56,◊◊,Mew pack,['Mythical Island #56 ◊◊'],https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_056_EN_SM.webp,"Rough Skin: If this Pokémon is in the Active Spot and is damaged by an attack from your opponent's Pokémon, do 20 damage to the Attacking Pokémon."
Pidgey,Colorless,50,Pokémon,Basic,,"[{'name': 'Flap', 'damage': '20', 'energy': ['Normal']}]",,Lightning,1,Shigenori Negishi,A common sight in forests and woods. It flaps its wings at ground level to kick up blinding sand.,Mythical Island (A1a),A1a-57,◊,Mew pack,['Mythical Island #57 ◊'],https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_057_EN_SM.webp,
Pidgeotto,Colorless,90,Pokémon,Stage 1,Pidgey,"[{'name': 'Wing Attack', 'damage': '50', 'energy': ['Normal', 'Normal', 'Normal']}]",,Lightning,1,Taiga Kayama,The claws on its feet are well developed. It can carry prey such as an Exeggcute to its nest over 60 miles away.,Mythical Island (A1a),A1a-58,◊,Mew pack,['Mythical Island #58 ◊'],https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_058_EN_SM.webp,
Pidgeot ex,Colorless,170,Pokémon,Stage 2,Pidgeotto,"[{'name': 'Scattering Cyclone', 'damage': '80+', 'energy': ['Normal', 'Normal', 'Normal'], 'description': ""This attack does 20 more damage for each of your opponent's Benched Pokémon.""}]",,Lightning,1,PLANETA CG Works,,Mythical Island (A1a),A1a-59,◊◊◊◊,Mew pack,"['Mythical Island #59 ◊◊◊◊', 'Mythical Island #79 ☆☆', 'Extradimensional Crisis #102 ☆☆']",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_059_EN_SM.webp,
Tauros,Colorless,100,Pokémon,Basic,,"[{'name': 'Fighting Tackle', 'damage': '40+', 'energy': ['Normal', 'Normal', 'Normal'], 'description': ""If your opponent's Active Pokémon is a Pokémon ex, this attack does 80 more damage.""}]",,Fighting,2,KEIICHIRO ITO,"When Tauros begins whipping itself with its tails, it’s a warning that the Pokémon is about to charge with astounding speed.",Mythical Island (A1a),A1a-60,◊◊◊,Mew pack,['Mythical Island #60 ◊◊◊'],https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_060_EN_SM.webp,
Eevee,Colorless,60,Pokémon,Basic,,"[{'name': 'Continuous Steps', 'damage': '20x', 'energy': ['Normal'], 'description': 'Flip a coin until you get tails. This attack does 20 damage for each heads.'}]",,Fighting,1,Hitoshi Ariga,Its ability to evolve into many forms allows it to adapt smoothly and perfectly to any environment.,Mythical Island (A1a),A1a-61,◊,Mew pack,['Mythical Island #61 ◊'],https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_061_EN_SM.webp,
Chatot,Colorless,60,Pokémon,Basic,,"[{'name': 'Mimic', 'damage': '', 'energy': ['Normal'], 'description': ""Shuffle your hand into your deck. Draw a card for each card in your opponent's hand.""}]",,Lightning,1,Masako Tomii,It mimics the cries of other Pokémon to trick them into thinking it’s one of them. This way they won’t attack it.,Mythical Island (A1a),A1a-62,◊,Mew pack,['Mythical Island #62 ◊'],https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_062_EN_SM.webp,
Old Amber,,,Trainer/Item,,,,,,,Toyste Beach,,Mythical Island (A1a),A1a-63,◊,Mew pack,"['Genetic Apex #218 ◊', 'Mythical Island #63 ◊']",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_063_EN_SM.webp,
Pokémon Flute,,,Trainer/Item,,,,,,,Toyste Beach,,Mythical Island (A1a),A1a-64,◊◊,Mew pack,['Mythical Island #64 ◊◊'],https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_064_EN_SM.webp,
Mythical Slab,,,Trainer/Item,,,,,,,AYUMI ODASHIMA,,Mythical Island (A1a),A1a-65,◊◊,Mew pack,['Mythical Island #65 ◊◊'],https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_065_EN_SM.webp,
Budding Expeditioner,,,Trainer/Supporter,,,,,,,Yuu Nishida,,Mythical Island (A1a),A1a-66,◊◊,Mew pack,"['Mythical Island #66 ◊◊', 'Mythical Island #80 ☆☆']",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_066_EN_SM.webp,
Blue,,,Trainer/Supporter,,,,,,,Ryuta Fuse,,Mythical Island (A1a),A1a-67,◊◊,Mew pack,"['Mythical Island #67 ◊◊', 'Mythical Island #81 ☆☆']",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_067_EN_SM.webp,
Leaf,,,Trainer/Supporter,,,,,,,En Morikura,,Mythical Island (A1a),A1a-68,◊◊,Mew pack,"['Mythical Island #68 ◊◊', 'Mythical Island #82 ☆☆']",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_068_EN_SM.webp,
Exeggutor,Grass,130,Pokémon,Stage 1,Exeggcute,"[{'name': 'Psychic', 'damage': '80+', 'energy': ['Grass', 'Normal', 'Normal', 'Normal'], 'description': ""This attack does 20 more damage for each Energy attached to your opponent's Active Pokémon.""}]",,Fire,3,Gapao,Each of Exeggutor’s three heads is thinking different thoughts. The three don’t seem to be very interested in one another.,Mythical Island (A1a),A1a-69,☆,Mew pack,"['Mythical Island #2 ◊◊', 'Mythical Island #69 ☆', 'Celestial Guardians #214 ☆']",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_069_EN_SM.webp,
Serperior,Grass,110,Pokémon,Stage 2,Servine,"[{'name': 'Solar Beam', 'damage': '70', 'energy': ['Grass', 'Normal', 'Normal', 'Normal']}]",,Fire,2,rika,It only gives its all against strong opponents who are not fazed by the glare from Serperior’s noble eyes.,Mythical Island (A1a),A1a-70,☆,Mew pack,"['Mythical Island #6 ◊◊◊', 'Mythical Island #70 ☆']",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_070_EN_SM.webp,Jungle Totem: Each [G] Energy attached to your [G] Pokémon provides 2 [G] Energy. This effect doesn't stack.
Salandit,Fire,60,Pokémon,Basic,,"[{'name': 'Venoshock', 'damage': '10+', 'energy': ['Normal'], 'description': ""If your opponent's Active Pokémon is Poisoned, this attack does 40 more damage.""}]",,Water,1,Nurikabe,"It taunts its prey and lures them into narrow, rocky areas where it then sprays them with toxic gas to make them dizzy and take them down.",Mythical Island (A1a),A1a-71,☆,Mew pack,"['Mythical Island #15 ◊', 'Mythical Island #71 ☆']",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_071_EN_SM.webp,
Vaporeon,Water,120,Pokémon,Stage 1,Eevee,"[{'name': 'Wave Splash', 'damage': '60', 'energy': ['Water', 'Normal', 'Normal']}]",,Lightning,2,aspara,"It lives close to water. Its long tail is ridged with a fin, which is often mistaken for a mermaid’s.",Mythical Island (A1a),A1a-72,☆,Mew pack,"['Mythical Island #19 ◊◊◊', 'Mythical Island #72 ☆']",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_072_EN_SM.webp,"Wash Out: As often as you like during your turn, you may move a [W] Energy from 1 of your Benched [W] Pokémon to your Active [W] Pokémon."
Dedenne,Lightning,60,Pokémon,Basic,,"[{'name': 'Thunder Shock', 'damage': '10', 'energy': ['Electric'], 'description': ""Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed.""}]",,Fighting,1,Yuu Nishida,"It’s small and its electricity-generating organ is not fully developed, so it uses its tail to absorb electricity from people’s homes and charge itself.",Mythical Island (A1a),A1a-73,☆,Mew pack,"['Mythical Island #30 ◊', 'Mythical Island #73 ☆']",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_073_EN_SM.webp,
Marshadow,Fighting,80,Pokémon,Basic,,"[{'name': 'Revenge', 'damage': '40+', 'energy': ['N/A', 'Normal'], 'description': ""If any of your Pokémon were Knocked Out by damage from an attack during your opponent's last turn, this attack does 60 more damage.""}]",,Psychic,1,OKACHEKE,"It slips into the shadows of others and mimics their powers and movements. As it improves, it becomes stronger than those it’s imitating.",Mythical Island (A1a),A1a-74,☆,Mew pack,"['Mythical Island #47 ◊◊◊', 'Mythical Island #74 ☆']",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_074_EN_SM.webp,
Celebi ex,Grass,130,Pokémon,Basic,,"[{'name': 'Powerful Bloom', 'damage': '50x', 'energy': ['Grass', 'Normal'], 'description': 'Flip a coin for each Energy attached to this Pokémon. This attack does 50 damage for each heads.'}]",,Fire,1,PLANETA CG Works,,Mythical Island (A1a),A1a-75,☆☆,Mew pack,"['Mythical Island #3 ◊◊◊◊', 'Mythical Island #75 ☆☆', 'Mythical Island #85 ☆☆☆', 'Extradimensional Crisis #99 ☆☆']",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_075_EN_SM.webp,
Gyarados ex,Water,180,Pokémon,Stage 1,Magikarp,"[{'name': 'Rampaging Whirlpool', 'damage': '140', 'energy': ['Water', 'Water', 'Water', 'Normal'], 'description': ""Discard a random Energy from among the Energy attached to all Pokémon (both yours and your opponent's).""}]",,Lightning,3,PLANETA CG Works,,Mythical Island (A1a),A1a-76,☆☆,Mew pack,"['Mythical Island #18 ◊◊◊◊', 'Mythical Island #76 ☆☆']",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_076_EN_SM.webp,
Mew ex,Psychic,130,Pokémon,Basic,,"[{'name': 'Psyshot', 'damage': '20', 'energy': ['Psychic']}, {'name': 'Genome Hacking', 'damage': '', 'energy': ['Normal', 'Normal', 'Normal'], 'description': ''}]","ex rule: When your Pokémon ex is Knocked Out, your opponent gets 2 points.",Darkness,1,PLANETA CG Works,,Mythical Island (A1a),A1a-77,☆☆,Mew pack,"['Mythical Island #32 ◊◊◊◊', 'Mythical Island #77 ☆☆', 'Mythical Island #83 ☆☆', 'Mythical Island #86 Crown Rare']",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_077_EN_SM.webp,
Aerodactyl ex,Fighting,140,Pokémon,Stage 1,Old Amber,"[{'name': 'Land Crush', 'damage': '80', 'energy': ['N/A', 'Normal']}]","ex rule: When your Pokémon ex is Knocked Out, your opponent gets 2 points.",Lightning,1,PLANETA CG Works,,Mythical Island (A1a),A1a-78,☆☆,Mew pack,"['Mythical Island #46 ◊◊◊◊', 'Mythical Island #78 ☆☆', 'Mythical Island #84 ☆☆', 'Extradimensional Crisis #101 ☆☆']",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_078_EN_SM.webp,Primeval Law: Your opponent can't play any Pokémon from their hand to evolve their Active Pokémon.
Pidgeot ex,Colorless,170,Pokémon,Stage 2,Pidgeotto,"[{'name': 'Scattering Cyclone', 'damage': '80+', 'energy': ['Normal', 'Normal', 'Normal'], 'description': ""This attack does 20 more damage for each of your opponent's Benched Pokémon.""}]",,Lightning,1,PLANETA CG Works,,Mythical Island (A1a),A1a-79,☆☆,Mew pack,"['Mythical Island #59 ◊◊◊◊', 'Mythical Island #79 ☆☆', 'Extradimensional Crisis #102 ☆☆']",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_079_EN_SM.webp,
Budding Expeditioner,,,Trainer/Supporter,,,,,,,Yuu Nishida,,Mythical Island (A1a),A1a-80,☆☆,Mew pack,"['Mythical Island #66 ◊◊', 'Mythical Island #80 ☆☆']",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_080_EN_SM.webp,
Blue,,,Trainer/Supporter,,,,,,,Ryuta Fuse,,Mythical Island (A1a),A1a-81,☆☆,Mew pack,"['Mythical Island #67 ◊◊', 'Mythical Island #81 ☆☆']",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_081_EN_SM.webp,
Leaf,,,Trainer/Supporter,,,,,,,En Morikura,,Mythical Island (A1a),A1a-82,☆☆,Mew pack,"['Mythical Island #68 ◊◊', 'Mythical Island #82 ☆☆']",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_082_EN_SM.webp,
Mew ex,Psychic,130,Pokémon,Basic,,"[{'name': 'Psyshot', 'damage': '20', 'energy': ['Psychic']}, {'name': 'Genome Hacking', 'damage': '', 'energy': ['Normal', 'Normal', 'Normal'], 'description': ''}]","ex rule: When your Pokémon ex is Knocked Out, your opponent gets 2 points.",Darkness,1,HYOGONOSUKE,,Mythical Island (A1a),A1a-83,☆☆,Mew pack,"['Mythical Island #32 ◊◊◊◊', 'Mythical Island #77 ☆☆', 'Mythical Island #83 ☆☆', 'Mythical Island #86 Crown Rare']",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_083_EN_SM.webp,
Aerodactyl ex,Fighting,140,Pokémon,Stage 1,Old Amber,"[{'name': 'Land Crush', 'damage': '80', 'energy': ['N/A', 'Normal']}]","ex rule: When your Pokémon ex is Knocked Out, your opponent gets 2 points.",Lightning,1,danciao,,Mythical Island (A1a),A1a-84,☆☆,Mew pack,"['Mythical Island #46 ◊◊◊◊', 'Mythical Island #78 ☆☆', 'Mythical Island #84 ☆☆', 'Extradimensional Crisis #101 ☆☆']",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_084_EN_SM.webp,Primeval Law: Your opponent can't play any Pokémon from their hand to evolve their Active Pokémon.
Celebi ex,Grass,130,Pokémon,Basic,,"[{'name': 'Powerful Bloom', 'damage': '50x', 'energy': ['Grass', 'Normal'], 'description': 'Flip a coin for each Energy attached to this Pokémon. This attack does 50 damage for each heads.'}]",,Fire,1,kantaro,,Mythical Island (A1a),A1a-85,☆☆☆,Mew pack,"['Mythical Island #3 ◊◊◊◊', 'Mythical Island #75 ☆☆', 'Mythical Island #85 ☆☆☆', 'Extradimensional Crisis #99 ☆☆']",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_085_EN_SM.webp,
Mew ex,Psychic,130,Pokémon,Basic,,"[{'name': 'Psyshot', 'damage': '20', 'energy': ['Psychic']}, {'name': 'Genome Hacking', 'damage': '', 'energy': ['Normal', 'Normal', 'Normal'], 'description': ''}]","ex rule: When your Pokémon ex is Knocked Out, your opponent gets 2 points.",Darkness,1,PLANETA CG Works,,Mythical Island (A1a),A1a-86,Crown Rare, Mew pack,"['Mythical Island #32 ◊◊◊◊', 'Mythical Island #77 ☆☆', 'Mythical Island #83 ☆☆', 'Mythical Island #86 Crown Rare']",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_086_EN_SM.webp,
Bulbasaur,Grass,70,Pokémon,Basic,,"[{'name': 'Vine Whip', 'damage': '40', 'energy': ['Grass', 'Normal']}]",,Fire,1,Narumi Sato,There is a plant seed on its back right from the day this Pokémon is born. The seed slowly grows larger.,Genetic Apex (A1),A1-1,◊,Mewtwo pack,"['Genetic Apex #1 ◊', 'Genetic Apex #227 ☆', 'Promo-A #23', 'Celestial Guardians #210 ☆']",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_001_EN_SM.webp,
Ivysaur,Grass,90,Pokémon,Stage 1,Bulbasaur,"[{'name': 'Razor Leaf', 'damage': '60', 'energy': ['Grass', 'Normal', 'Normal']}]",,Fire,2,Kurata So,"When the bulb on its back grows large, it appears to lose the ability to stand on its hind legs.",Genetic Apex (A1),A1-2,◊◊,Mewtwo pack,"['Genetic Apex #2 ◊◊', 'Celestial Guardians #211 ☆']",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_002_EN_SM.webp,
Venusaur,Grass,160,Pokémon,Stage 2,Ivysaur,"[{'name': 'Mega Drain', 'damage': '80', 'energy': ['Grass', 'Grass', 'Normal', 'Normal'], 'description': 'Heal 30 damage from this Pokémon.'}]",,Fire,3,Ryota Murayama,Its plant blooms when it is absorbing solar energy. It stays on the move to seek sunlight.,Genetic Apex (A1),A1-3,◊◊◊,Mewtwo pack,"['Genetic Apex #3 ◊◊◊', 'Promo-A #18', 'Celestial Guardians #212 ☆']",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_003_EN_SM.webp,
Venusaur ex,Grass,190,Pokémon,Stage 2,Ivysaur,"[{'name': 'Razor Leaf', 'damage': '60', 'energy': ['Grass', 'Normal', 'Normal']}, {'name': 'Giant Bloom', 'damage': '100', 'energy': ['Grass', 'Grass', 'Normal', 'Normal'], 'description': ''}]","ex rule: When your Pokémon ex is Knocked Out, your opponent gets 2 points.",Fire,3,PLANETA CG Works,,Genetic Apex (A1),A1-4,◊◊◊◊,Mewtwo pack,"['Genetic Apex #4 ◊◊◊◊', 'Genetic Apex #251 ☆☆', 'Celestial Guardians #230 ☆☆']",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_004_EN_SM.webp,
Caterpie,Grass,50,Pokémon,Basic,,"[{'name': 'Find a Friend', 'damage': '', 'energy': ['Normal'], 'description': 'Put 1 random [G] Pokémon from your deck into your hand.'}]",,Fire,1,Miki Tanaka,"For protection, it releases a horrible stench from the antenna on its head to drive away enemies.",Genetic Apex (A1),A1-5,◊,Pikachu pack,['Genetic Apex #5 ◊'],https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_005_EN_SM.webp,
Metapod,Grass,80,Pokémon,Stage 1,Caterpie,"[{'name': 'Bug Bite', 'damage': '30', 'energy': ['Normal', 'Normal']}]",,Fire,2,Yuka Morii,"It is waiting for the moment to evolve. At this stage, it can only harden, so it remains motionless to avoid attack.",Genetic Apex (A1),A1-6,◊,Pikachu pack,['Genetic Apex #6 ◊'],https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_006_EN_SM.webp,
Butterfree,Grass,120,Pokémon,Stage 2,Metapod,"[{'name': 'Gust', 'damage': '60', 'energy': ['Grass', 'Normal', 'Normal']}]",,Fire,1,Shin Nagasawa,"In battle, it flaps its wings at great speed to release highly toxic dust into the air.",Genetic Apex (A1),A1-7,◊◊◊,Pikachu pack,['Genetic Apex #7 ◊◊◊'],https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_007_EN_SM.webp,"Powder Heal: Once during your turn, you may heal 20 damage from each of your Pokémon."
Weedle,Grass,50,Pokémon,Basic,,"[{'name': 'Sting', 'damage': '20', 'energy': ['Grass']}]",,Fire,1,Hajime Kusajima,"Often found in forests and grasslands. It has a sharp, toxic barb of around two inches on top of its head.",Genetic Apex (A1),A1-8,◊,Mewtwo pack,['Genetic Apex #8 ◊'],https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_008_EN_SM.webp,
